,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
4198,1,3,3,7,1,2,2,3,4,2,3,4,2,7,7,2,1,5,4,2,4,3,1,1,4,3,0
4199,2,3,2,9,0,0,0,4,5,2,5,2,7,2,7,2,0,6,3,4,5,0,0,0,3,4,0
4200,1,3,3,7,1,2,1,4,5,1,6,3,6,3,7,1,2,5,4,5,3,1,0,0,3,4,0
4201,1,2,4,9,0,0,1,7,2,3,4,2,7,2,7,0,2,7,2,3,3,3,1,0,4,6,0
4202,2,2,4,6,0,3,4,3,3,1,3,5,5,4,6,0,3,6,3,3,3,2,1,0,3,1,0
4203,1,3,3,7,1,1,0,4,5,0,6,3,0,9,6,2,2,8,1,0,6,0,3,0,5,4,0
4204,1,2,4,6,1,3,3,5,2,2,3,4,5,4,6,0,3,6,3,3,3,3,1,0,4,1,0
4205,1,2,3,6,1,3,1,5,3,1,5,3,3,6,4,0,5,7,2,3,3,1,3,1,5,4,0
4206,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
4207,1,4,2,9,0,0,0,2,7,4,3,3,7,2,6,1,3,5,4,2,2,3,4,0,6,8,1
4208,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,4,0
4209,2,2,4,7,0,2,2,5,3,0,1,8,9,0,8,0,1,7,2,5,4,0,0,0,2,1,0
4210,1,2,2,4,3,3,3,2,4,1,4,4,8,1,6,1,2,8,1,4,4,1,0,0,2,3,0
4211,1,2,3,5,1,3,0,2,7,0,2,7,9,0,6,1,3,7,2,3,3,4,0,0,4,3,0
4212,1,3,3,7,2,0,0,3,6,3,5,2,8,1,9,0,0,5,4,2,3,3,2,0,5,4,0
4213,1,4,4,6,0,3,2,2,5,0,0,9,3,6,6,1,2,6,3,0,9,0,0,0,4,5,0
4214,1,2,4,9,0,0,0,9,0,0,9,0,9,0,9,0,0,5,5,0,9,0,0,0,3,3,0
4215,1,4,2,7,1,1,0,1,8,0,3,6,6,3,4,4,2,9,0,2,4,2,2,0,4,3,0
4216,1,2,4,9,0,0,0,6,3,7,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3,0
4217,1,3,3,6,0,3,3,2,5,0,3,6,0,9,5,2,3,7,2,5,4,0,0,0,2,3,0
4218,1,2,4,5,1,4,4,4,2,1,4,5,4,5,6,1,2,7,2,4,2,3,1,0,3,5,0
4219,1,2,3,6,1,3,2,4,4,2,4,4,8,1,4,1,5,8,1,3,3,3,1,0,3,5,0
4220,1,2,1,4,2,4,2,5,3,1,4,5,9,0,4,0,5,8,1,4,2,4,0,0,3,3,0
4221,1,4,3,8,1,1,1,2,7,0,2,7,1,8,7,1,1,8,1,2,3,2,4,0,5,4,0
4222,1,4,3,6,1,3,2,1,7,0,4,5,0,9,5,2,3,7,2,0,4,4,1,0,5,1,0
4223,1,2,4,7,0,2,2,5,2,3,4,2,6,3,6,3,0,2,7,3,4,3,0,0,4,5,0
4224,1,1,3,2,0,7,6,2,2,0,2,7,8,1,4,0,5,7,2,7,1,2,0,0,2,3,0
4225,1,2,2,2,5,2,2,5,2,0,4,5,9,0,5,2,2,9,0,0,6,3,0,0,4,3,0
4226,1,2,3,4,3,3,2,3,4,1,4,5,8,1,6,1,2,8,1,3,4,2,0,0,3,4,0
4227,1,2,3,7,1,2,3,5,2,0,5,4,2,7,6,2,1,5,4,3,2,0,4,0,6,4,0
4228,1,3,3,7,1,2,1,5,4,0,1,8,2,7,6,2,1,5,4,1,4,5,1,0,4,6,0
4229,1,1,2,3,2,5,6,2,2,2,5,4,8,1,5,0,4,8,1,7,2,1,0,1,3,3,0
4230,1,4,3,7,1,2,1,2,7,1,2,7,8,1,6,1,3,7,2,2,6,2,1,0,3,4,0
4231,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
4232,2,3,2,7,2,0,3,3,4,3,3,4,0,9,9,0,0,5,4,3,4,3,0,0,3,7,0
4233,1,3,2,8,1,1,1,4,4,1,6,3,1,8,8,0,1,7,2,2,5,3,0,0,4,6,0
4234,1,2,3,3,0,6,6,2,2,1,2,7,9,0,5,0,4,9,0,6,3,0,0,0,2,1,0
4235,1,2,4,5,0,4,3,4,2,3,4,3,3,6,6,0,3,4,5,3,3,3,1,0,4,6,0
4236,3,1,2,5,2,3,9,0,0,5,5,0,6,3,4,1,5,5,4,6,0,3,0,0,3,2,0
4237,1,3,3,8,1,0,0,4,5,1,7,1,8,1,9,0,0,6,3,3,3,3,1,0,3,4,0
4238,1,2,4,9,0,0,0,6,3,1,4,5,2,7,6,3,0,5,4,5,2,0,1,1,4,4,0
4239,1,4,3,7,1,2,0,0,9,3,6,0,0,9,6,2,1,5,4,0,0,5,0,4,9,8,0
4240,1,3,3,7,1,2,2,4,3,1,2,6,2,7,6,2,1,5,4,2,5,2,2,0,4,5,0
4241,1,2,4,7,0,2,2,5,2,3,4,2,6,3,6,3,0,2,7,3,4,3,0,0,4,6,1
4242,1,3,3,7,2,1,0,5,4,2,3,4,3,6,5,4,1,6,4,1,5,2,0,2,6,3,0
4243,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
4244,1,4,3,7,2,0,0,2,7,3,4,3,3,6,6,1,2,6,3,1,1,5,2,2,7,8,0
4245,1,3,3,6,2,1,1,4,4,1,3,6,5,4,6,1,2,6,3,2,4,3,1,1,4,5,0
4246,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,6,0
4247,1,3,4,7,1,2,2,4,4,3,4,2,2,7,5,3,2,3,6,2,1,3,3,0,6,6,0
4248,1,3,2,6,0,3,0,1,8,0,4,5,9,0,6,3,0,9,0,2,7,2,0,0,3,1,0
4249,1,4,2,7,0,2,1,2,7,2,5,3,9,0,4,3,2,6,3,4,3,2,1,0,3,4,0
4250,1,2,2,4,3,3,5,2,3,1,4,5,8,1,6,1,2,8,1,6,3,1,0,0,2,2,0
4251,1,4,3,7,1,2,1,1,8,0,2,7,6,3,6,1,2,9,0,1,7,2,0,0,3,5,0
4252,1,3,3,4,2,4,3,2,5,0,4,5,9,0,3,0,6,9,0,7,2,0,0,0,2,1,0
4253,1,1,5,4,0,5,5,4,1,2,3,4,8,1,4,2,4,4,5,1,3,5,1,1,5,1,0
4254,1,3,3,7,1,2,1,4,4,1,2,6,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0
4255,1,3,4,8,0,1,0,5,4,1,3,5,4,5,7,2,0,1,8,1,4,4,1,0,4,5,0
4256,1,3,3,9,0,0,0,4,5,0,4,5,3,6,6,2,1,5,4,0,0,7,2,0,6,6,0
4257,1,2,2,2,2,6,4,4,2,1,4,4,9,0,7,1,2,6,3,5,3,1,0,0,2,2,0
4258,1,3,3,9,0,0,3,4,3,3,4,3,0,9,7,2,0,9,0,0,5,3,2,0,5,4,0
4259,1,3,3,8,0,1,1,1,7,1,5,4,5,4,6,2,1,2,7,2,3,3,2,1,5,3,0
4260,1,2,2,5,3,2,1,6,2,1,4,4,8,1,5,1,4,8,1,6,3,1,1,0,2,5,0
4261,1,3,3,6,0,3,3,1,6,0,6,3,0,9,3,3,3,2,7,1,5,4,0,0,4,4,0
4262,1,2,3,5,2,3,2,3,4,3,3,3,3,6,5,2,3,6,3,3,2,4,2,0,5,5,0
4263,1,3,2,3,1,5,4,0,5,0,6,3,6,3,6,0,3,8,1,9,0,0,0,0,2,3,0
4264,1,2,2,4,3,2,3,5,2,1,5,4,5,4,7,1,2,7,2,2,3,4,1,0,4,3,0
4265,1,2,3,6,0,3,3,2,5,0,5,4,0,9,5,2,2,7,2,9,0,0,0,0,2,3,0
4266,2,2,5,7,0,2,2,7,0,2,6,2,0,9,9,0,0,6,3,2,2,5,0,0,4,6,0
4267,1,3,3,8,0,1,1,2,6,4,3,2,2,7,6,3,1,4,5,1,1,5,3,0,6,7,0
4268,1,3,3,7,1,2,0,5,4,0,8,1,5,4,6,2,1,5,4,0,9,0,0,0,3,8,0
4269,1,3,3,5,1,3,3,2,4,2,3,5,5,4,4,2,4,7,2,3,5,1,1,0,3,1,0
4270,2,2,4,5,2,3,3,5,3,0,3,6,5,4,4,5,1,7,2,2,5,1,2,0,4,6,0
4271,1,2,4,4,1,4,5,4,1,3,2,4,9,0,5,0,4,5,4,3,4,3,0,0,4,6,0
4272,1,3,3,8,1,1,1,5,3,0,3,6,3,6,6,2,2,6,3,2,7,1,1,0,3,4,0
4273,2,4,3,7,1,2,0,0,9,2,0,7,0,9,6,2,1,4,5,0,3,5,2,0,5,8,0
4274,1,3,3,6,2,2,2,3,5,1,3,6,8,1,6,1,2,8,1,3,5,2,1,1,3,5,0
4275,1,3,2,9,0,0,0,3,6,7,2,0,2,7,7,1,1,4,5,2,0,4,3,2,7,8,0
4276,2,3,3,7,0,2,2,1,6,0,2,7,4,5,5,2,3,8,1,3,4,2,0,0,3,3,0
4277,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
4278,1,4,3,6,0,3,0,3,6,0,6,3,0,9,6,1,2,6,3,0,1,8,0,0,5,3,0
4279,2,2,4,5,1,4,2,5,2,1,4,5,3,6,7,1,2,7,2,5,3,1,1,0,3,1,0
4280,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,4,0
4281,1,3,3,7,1,2,3,2,5,1,3,6,5,4,5,2,2,7,2,4,4,1,1,1,3,1,0
4282,1,2,4,7,0,2,0,5,4,0,0,9,9,0,6,0,3,7,2,1,4,4,0,0,4,1,0
4283,2,4,2,8,1,0,0,1,8,0,4,5,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0
4284,1,2,4,5,1,4,4,2,4,1,3,6,2,7,5,1,4,6,3,3,4,2,1,0,3,1,0
4285,1,3,3,6,1,2,2,3,5,2,4,3,4,5,6,2,1,4,5,2,2,4,1,1,5,6,0
4286,1,2,4,7,0,2,2,5,3,0,0,9,5,4,9,0,0,9,0,5,4,0,0,0,3,5,0
4287,1,3,4,7,0,2,0,3,6,1,1,7,1,8,5,2,2,7,2,0,7,2,0,0,3,3,0
4288,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4289,1,4,3,6,1,3,2,1,7,0,4,5,0,9,5,2,3,7,2,0,4,4,1,0,5,1,0
4290,1,3,2,6,1,3,0,4,5,0,3,6,3,6,6,1,2,6,3,0,0,9,0,0,5,4,0
4291,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0
4292,1,3,4,9,0,0,0,4,5,0,5,4,3,6,6,2,2,3,6,0,0,7,2,0,6,5,0
4293,1,3,2,5,1,3,3,2,4,2,4,3,6,3,7,1,2,5,4,2,4,3,1,0,4,8,0
4294,3,2,2,4,0,5,4,2,3,2,3,5,6,3,4,2,4,4,5,4,3,3,0,0,3,7,0
4295,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4296,1,3,3,5,1,4,4,1,5,0,2,7,6,3,6,1,2,8,1,2,6,0,1,0,3,3,0
4297,1,4,3,7,2,0,0,2,7,1,5,4,3,6,4,3,2,6,3,1,0,8,0,0,5,4,0
4298,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,1
4299,1,2,4,9,0,0,0,6,3,0,5,4,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0
4300,2,2,2,4,2,4,4,4,2,2,4,3,7,2,6,1,3,8,1,4,3,3,0,0,3,3,0
4301,1,4,2,7,1,2,2,0,7,1,8,0,2,7,7,1,2,6,3,4,2,4,0,0,3,4,0
4302,1,1,3,2,2,5,5,3,1,1,6,3,8,1,4,0,5,8,1,7,2,1,0,1,2,3,0
4303,2,3,3,6,3,0,0,3,6,0,1,8,3,6,6,3,0,9,0,3,5,2,1,0,3,3,1
4304,1,3,4,8,1,1,2,5,3,2,3,5,4,5,7,0,2,5,4,2,3,4,1,0,4,1,0
4305,2,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4306,2,2,4,7,0,2,2,5,3,0,1,8,9,0,8,0,1,7,2,5,4,0,0,0,2,1,0
4307,1,3,3,6,2,2,2,3,5,1,3,6,8,1,6,1,2,8,1,3,5,2,1,1,3,1,0
4308,1,3,3,7,1,2,1,4,5,2,4,3,3,6,6,2,1,5,4,2,2,4,2,0,5,7,0
4309,1,2,4,5,2,2,0,7,2,0,0,9,3,6,9,0,0,9,0,0,9,0,0,0,3,3,0
4310,1,3,3,7,0,2,0,4,5,0,0,9,5,4,5,3,3,9,0,4,5,0,0,0,2,3,0
4311,1,2,3,9,0,0,0,5,4,2,4,4,6,3,7,2,0,7,2,3,4,2,1,0,3,5,2
4312,1,2,4,7,0,2,2,4,3,1,5,4,2,7,5,3,2,5,4,2,5,3,0,0,4,3,0
4313,1,2,4,5,2,3,0,7,2,3,6,1,8,1,5,1,4,6,3,2,2,4,4,0,6,8,0
4314,1,2,1,0,6,3,3,5,2,0,5,4,9,0,5,3,3,9,0,5,2,3,0,0,3,3,0
4315,1,3,4,6,0,3,3,4,3,0,7,2,2,7,6,3,0,3,6,0,7,2,0,0,4,3,0
4316,2,3,3,6,0,3,1,4,4,3,2,5,3,6,7,0,2,7,2,0,4,5,0,0,4,6,0
4317,2,4,2,9,0,0,0,0,9,0,3,6,0,9,9,0,0,9,0,2,0,5,2,0,5,7,0
4318,1,2,3,4,1,5,4,2,3,1,3,5,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0
4319,1,3,4,3,1,6,4,2,4,0,1,8,8,1,3,0,6,8,1,6,2,2,1,0,2,4,0
4320,1,3,3,9,0,0,0,3,6,5,3,2,0,9,7,2,0,2,7,0,5,0,4,0,7,7,0
4321,1,3,3,6,0,3,3,2,5,5,4,1,0,9,9,0,0,4,5,0,6,3,0,0,4,6,0
4322,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,3,0
4323,1,3,3,7,0,2,2,4,4,1,4,5,6,3,5,2,3,7,2,3,3,3,1,0,4,3,0
4324,1,3,3,7,0,2,0,2,7,0,4,5,9,0,5,0,4,9,0,4,5,0,0,0,3,6,0
4325,1,3,3,7,1,2,2,3,4,1,3,5,4,5,6,2,2,7,2,1,4,4,1,0,4,1,0
4326,1,4,2,8,0,1,0,1,8,0,1,8,9,0,7,2,0,9,0,3,6,1,0,0,3,3,0
4327,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0
4328,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7,0
4329,1,3,4,6,0,3,2,2,5,0,5,5,0,9,3,3,3,2,7,2,5,3,0,0,3,3,0
4330,1,2,3,4,3,3,3,2,5,0,3,6,9,0,5,0,4,8,1,6,3,0,0,0,2,1,0
4331,1,2,4,5,1,3,3,4,3,2,4,3,5,4,6,1,3,5,4,3,2,3,1,1,4,5,0
4332,1,2,4,9,0,0,1,7,2,3,4,2,7,2,7,0,2,7,2,3,3,3,1,0,4,6,0
4333,1,1,4,4,0,5,6,3,1,3,2,5,5,4,4,2,4,4,5,3,3,3,0,0,3,6,0
4334,1,4,3,6,2,2,0,4,5,0,4,5,5,4,6,2,2,8,1,0,0,4,5,0,7,6,0
4335,1,2,4,6,1,3,2,4,3,1,3,6,4,5,4,0,5,7,2,5,2,2,1,1,3,4,0
4336,1,3,2,5,1,4,2,2,6,0,5,4,2,7,5,1,3,8,1,2,6,1,0,0,3,3,0
4337,2,4,3,8,1,1,1,3,6,1,7,2,1,8,8,0,1,4,5,0,5,4,0,0,4,6,0
4338,1,2,2,2,2,6,5,3,2,4,4,2,9,0,2,0,7,5,4,6,2,1,0,0,2,2,0
4339,1,4,2,9,0,0,0,0,8,2,4,4,4,5,9,0,0,7,2,0,4,5,0,0,5,7,0
4340,1,2,3,4,2,4,4,2,3,1,3,6,7,2,6,0,3,8,1,5,4,1,0,0,2,6,0
4341,1,3,3,6,0,3,2,3,5,2,3,4,5,4,6,0,3,6,3,1,4,4,0,0,4,4,1
4342,1,2,3,5,0,4,4,1,5,0,0,9,9,0,6,0,3,9,0,1,6,3,0,0,4,4,0
4343,1,2,3,4,1,5,4,2,3,1,3,5,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0
4344,1,2,2,3,2,4,4,3,2,1,6,2,7,2,7,0,2,9,0,3,4,2,1,0,4,7,0
4345,1,3,3,7,1,2,0,0,9,0,9,0,5,4,7,1,1,8,1,1,6,2,1,0,4,8,0
4346,1,2,3,7,1,1,1,8,1,5,4,0,9,0,8,1,1,4,5,0,5,4,0,0,5,6,0
4347,1,2,2,3,5,2,2,6,2,0,4,5,6,3,5,1,4,9,0,2,6,2,0,0,3,3,0
4348,1,4,3,7,1,2,0,0,9,0,0,9,9,0,6,2,2,7,2,0,4,5,0,0,4,5,1
4349,1,3,3,6,2,1,0,3,6,0,6,3,0,9,6,1,2,6,3,0,7,0,2,0,5,3,0
4350,1,4,3,7,1,2,0,3,6,4,3,3,0,9,6,2,1,5,4,0,3,2,2,2,8,8,1
4351,1,2,2,5,2,3,3,4,3,0,4,5,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0
4352,1,2,5,3,0,6,5,3,2,2,2,6,8,1,2,2,5,5,4,7,1,0,0,1,3,3,0
4353,1,2,2,4,0,5,5,0,4,5,0,4,5,4,9,0,0,4,5,0,9,0,0,0,4,6,0
4354,1,2,3,3,0,6,3,4,3,0,3,6,9,0,5,0,4,5,4,5,3,1,0,0,2,1,0
4355,1,3,3,7,2,0,0,2,7,4,4,2,0,9,9,0,0,4,5,1,2,7,0,0,5,7,0
4356,1,3,2,9,0,0,0,2,7,3,3,4,9,0,9,0,0,6,3,0,6,2,2,0,4,7,0
4357,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4358,1,2,2,1,3,5,4,3,2,1,4,5,8,1,7,0,2,6,3,5,3,1,1,0,3,2,0
4359,1,3,3,7,0,2,1,4,4,2,3,5,4,5,6,0,3,7,2,1,4,4,0,0,4,3,0
4360,1,2,4,6,1,3,3,5,2,1,4,4,5,4,6,0,3,6,3,3,2,4,2,0,4,1,0
4361,1,2,4,6,1,3,0,5,4,0,2,7,5,4,5,1,3,7,2,0,7,0,2,0,4,2,0
4362,1,3,2,7,0,2,1,2,6,1,2,7,1,8,8,0,1,8,1,0,4,5,0,0,4,3,0
4363,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4364,1,4,3,9,0,0,0,3,6,2,4,3,0,9,5,0,4,7,2,0,6,3,0,0,4,3,0
4365,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
4366,1,3,3,7,0,2,0,4,5,0,0,9,9,0,7,0,2,9,0,3,4,2,2,0,4,1,0
4367,1,2,4,7,0,2,2,5,3,0,4,5,9,0,3,0,6,7,2,2,7,0,0,0,3,4,0
4368,1,1,4,4,0,5,6,3,1,3,2,5,5,4,4,2,4,4,5,3,3,3,0,0,3,3,0
4369,1,2,3,7,2,1,1,7,2,0,3,6,7,2,8,1,1,7,2,5,3,2,0,0,3,5,0
4370,1,2,3,6,2,2,2,4,3,1,2,6,9,0,7,2,2,8,1,3,3,3,1,0,4,2,0
4371,1,2,4,9,0,0,5,2,3,5,1,3,0,9,6,3,0,5,4,0,1,4,5,0,6,8,0
4372,1,2,2,5,4,0,2,7,0,0,4,5,0,9,5,0,4,9,0,0,2,7,0,0,4,3,0
4373,1,2,3,8,1,0,0,7,2,4,3,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6,0
4374,1,2,2,5,1,4,3,4,3,0,6,3,3,6,5,1,3,8,1,3,5,2,0,0,3,3,0
4375,1,3,3,6,2,2,2,3,5,1,3,6,8,1,6,1,2,8,1,3,5,2,1,1,3,5,0
4376,1,2,4,9,0,0,3,4,3,3,4,3,0,9,5,4,0,0,9,0,0,6,3,0,6,8,0
4377,2,3,2,7,2,1,1,4,5,4,5,1,7,2,7,1,2,5,4,1,4,5,1,0,4,6,0
4378,1,3,2,7,1,1,1,3,6,1,2,7,8,1,5,1,4,7,2,2,5,2,1,0,3,2,0
4379,1,2,4,9,0,0,0,6,3,7,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3,0
4380,1,4,3,8,0,1,1,2,6,2,5,2,0,9,7,2,1,6,4,1,7,1,1,0,3,8,0
4381,1,3,3,5,0,4,2,3,4,0,3,6,4,5,3,2,4,7,2,6,2,2,0,0,2,6,0
4382,1,2,4,6,1,2,2,6,2,0,4,5,0,9,6,0,3,6,3,4,4,0,2,0,4,6,0
4383,2,2,3,5,2,3,3,4,3,3,2,4,2,7,5,3,2,6,3,3,3,3,1,1,5,7,0
4384,1,1,2,2,2,5,5,3,1,1,4,4,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0
4385,1,3,3,7,2,1,1,5,4,3,4,2,2,7,5,4,1,4,5,1,1,3,5,0,7,7,0
4386,1,3,3,6,2,1,0,3,6,2,4,4,9,0,6,1,2,7,2,3,3,3,0,1,4,5,0
4387,1,2,5,4,1,5,5,3,2,1,2,7,8,1,3,1,5,8,1,5,3,1,0,0,2,2,0
4388,1,2,4,6,0,3,5,3,2,4,4,2,0,9,9,0,0,2,7,1,3,6,0,0,4,6,1
4389,1,2,3,6,1,3,2,4,4,1,4,4,5,4,6,1,2,7,2,3,3,3,1,0,3,3,0
4390,1,2,1,7,0,2,0,7,2,4,4,1,7,2,7,0,2,6,3,1,1,8,1,0,5,4,0
4391,1,2,4,6,0,3,4,2,4,3,3,3,1,8,3,0,6,7,2,4,3,2,2,0,4,6,0
4392,1,3,3,8,1,1,1,3,6,1,4,5,1,8,5,4,1,5,4,2,3,4,1,0,4,4,0
4393,1,2,2,8,0,1,4,1,5,1,1,7,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0
4394,2,3,3,7,0,2,0,2,7,2,1,7,4,5,6,1,2,7,2,0,6,3,0,0,4,2,0
4395,1,2,3,6,0,3,3,3,3,0,1,8,9,0,7,0,2,9,0,6,2,1,0,0,2,1,0
4396,1,2,5,4,1,5,5,3,2,1,2,7,8,1,3,1,5,8,1,5,3,1,0,0,2,2,0
4397,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,4,0
4398,1,2,1,4,2,4,4,5,1,1,6,3,9,0,5,0,4,8,1,7,1,1,0,0,2,2,0
4399,2,2,3,3,2,5,5,3,1,5,4,1,7,2,4,2,4,7,2,5,1,3,1,0,3,2,0
4400,1,2,2,2,5,2,2,5,2,0,4,5,9,0,5,2,2,9,0,0,6,3,0,0,4,3,0
4401,1,2,3,7,0,2,0,6,3,2,6,2,6,3,7,2,0,4,5,0,1,6,2,0,5,4,0
4402,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,6,0
4403,1,2,3,7,1,1,5,1,4,5,4,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4,0
4404,1,2,2,2,3,5,5,2,2,4,3,2,7,2,2,0,7,6,3,5,3,2,1,1,3,6,0
4405,1,3,2,9,0,0,0,3,6,0,4,5,0,9,9,0,0,9,0,1,5,4,0,0,4,3,0
4406,1,3,3,7,1,1,1,3,5,5,4,1,1,8,9,0,0,0,9,0,0,2,4,3,0,8,0
4407,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
4408,1,2,2,9,0,0,4,3,2,1,6,3,8,1,7,0,2,7,2,1,4,3,3,0,6,2,0
4409,1,4,3,7,1,2,1,2,7,1,2,7,8,1,6,1,3,7,2,2,6,2,1,0,3,4,0
4410,1,2,5,5,1,4,1,8,1,6,2,1,1,8,5,1,3,5,4,1,1,3,3,3,8,8,0
4411,2,4,2,9,0,0,0,0,9,0,3,6,0,9,9,0,0,9,0,2,0,5,2,0,5,7,0
4412,1,3,3,7,0,2,0,4,5,0,3,6,4,5,6,3,0,8,1,3,3,4,1,0,4,3,0
4413,1,2,4,6,1,3,3,4,3,2,5,3,7,2,5,1,3,6,3,5,2,2,1,0,3,1,0
4414,1,2,2,3,2,4,4,4,2,0,5,4,7,2,7,0,2,9,0,4,5,0,0,0,3,4,0
4415,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
4416,1,2,4,5,2,2,2,3,4,0,1,8,8,1,4,0,5,8,1,5,4,1,1,0,3,1,0
4417,1,3,3,5,1,3,0,5,4,0,5,4,0,9,6,1,3,7,2,3,4,3,1,0,4,6,0
4418,2,3,2,7,1,1,0,4,5,1,6,3,5,4,8,1,1,4,5,0,4,5,1,0,4,4,0
4419,1,2,3,9,0,0,0,5,4,0,5,4,1,8,5,0,4,9,0,1,4,0,5,0,6,3,0
4420,1,3,3,7,2,0,0,4,5,4,4,2,5,4,7,2,0,2,7,0,2,6,2,0,6,7,0
4421,1,3,3,5,2,3,2,4,4,2,6,3,1,8,6,2,2,6,3,1,4,3,2,0,5,6,0
4422,1,1,3,2,0,7,6,2,2,0,2,7,8,1,4,0,5,7,2,7,1,2,0,0,2,3,0
4423,1,3,3,7,0,2,2,2,5,4,4,2,1,8,6,1,2,5,4,2,3,4,1,0,5,5,2
4424,1,3,3,7,0,2,2,2,6,2,5,3,6,3,5,1,3,8,1,2,6,2,0,0,3,6,0
4425,1,2,3,5,0,4,3,3,4,1,3,5,2,7,7,0,2,7,2,0,5,4,0,0,4,6,0
4426,2,2,2,5,1,3,2,2,5,0,2,7,6,3,5,2,3,8,1,8,1,1,0,0,2,5,0
4427,1,1,5,5,0,4,6,2,2,1,3,6,8,1,3,0,6,9,0,3,6,0,0,0,2,2,0
4428,1,1,3,0,6,3,7,2,1,0,5,4,9,0,5,3,3,9,0,5,2,3,0,0,3,3,0
4429,1,2,3,3,0,6,1,4,4,0,2,7,9,0,5,0,4,5,4,3,6,1,0,0,3,2,2
4430,1,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
4431,1,3,3,5,0,4,1,0,8,0,6,3,6,3,5,0,4,9,0,5,0,2,2,0,5,4,0
4432,1,2,3,5,2,3,3,5,2,1,3,6,6,3,6,1,3,8,1,4,2,3,0,0,3,1,0
4433,1,3,2,5,2,2,2,2,5,2,6,2,0,9,9,0,0,4,5,2,3,5,0,0,4,8,0
4434,1,4,2,9,0,0,0,3,6,0,4,5,3,6,7,1,1,5,4,2,7,0,0,0,3,8,0
4435,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6,0
